20240315	01:18:54	23c05d42-8122-4300-a566-4ce2efece214	/	GET
20240315	01:18:54	09129e9f-0d04-4446-8a1e-7d9d3504654c	/css/style.css	GET
20240315	01:18:54	eb2bcb84-89e4-4fe1-b07b-9cd1757d0ec0	/favicon.ico	GET
20240315	01:20:31	ffdd28b8-3060-4aff-9793-2fa63fa6d967	/old	GET
20240315	01:20:31	0a3ddc08-9541-4af5-9cea-4e6dbf85cc48	/css/style.css	GET
20240315	01:21:03	2eca2dd3-b447-4699-93fa-519b39030288	/old-page	GET
20240315	01:21:03	a445d282-ccbe-4961-8be5-c2b1f4dda43a	/new-page.html	GET
20240315	01:21:03	cb59910d-f7a7-41a7-9421-c1e2e722cd8f	/css/style.css	GET
20240315	01:21:03	78caebb3-5bcf-4905-b638-937360d4a8d7	/img/img1.jpg	GET
20240315	01:21:09	07d2dc34-1091-4fdb-aeb8-4f3319d87525	/	GET
20240315	01:21:09	278c3559-f15e-4d84-8a84-fd1b92f7e95e	/css/style.css	GET
20240315	01:40:46	976c17cc-5dbd-4317-ab71-d3b68c5aefb9	/	GET
20240315	01:40:46	bf708189-60ca-4807-8651-64afeec3317b	/css/style.css	GET
20240315	16:47:13	1489a5b6-575f-48f0-bbc3-86b7c6fc3cf4	GET	 undefined	 /css/style.css
20240315	16:53:07	cc35607e-4ebe-449b-a8e2-7f744a6ba700	GET	 undefined	 /
20240315	16:53:07	b8d7dff3-d280-4d10-8e06-5c2ca145183e	GET	 undefined	 /css/style.css
20240315	16:53:10	63e03cc8-1fbb-46d0-9c87-47b298ec6c93	GET	 undefined	 /new-page
20240315	16:53:10	17936e4d-97c9-4f97-8715-9add650c870e	GET	 undefined	 /css/style.css
20240315	16:53:10	0501fd9a-1286-403c-82e3-09395faf6bac	GET	 undefined	 /img/img1.jpg
20240315	16:53:24	286726a5-08ad-4916-8bc4-3a04377b7ff9	GET	 undefined	 /new-page.html
20240315	16:53:24	30f7b2d3-1a58-447d-8e13-eb83e3998245	GET	 undefined	 /css/style.css
20240315	16:53:24	659ff590-45b1-4757-8113-99d1566c9b0b	GET	 undefined	 /img/img1.jpg
20240315	16:53:28	edd1e32e-6fd0-4873-93c4-327d2d27eae4	GET	 undefined	 /
20240315	16:53:28	e5b48e52-5a6a-439c-b045-2bd3a8dcbcf3	GET	 undefined	 /css/style.css
20240315	16:53:32	583311d0-b09d-4ac3-91ae-955b8fe35087	GET	 undefined	 /21312312
20240315	16:53:33	caeb33d9-75a3-493d-81f0-193460746dea	GET	 undefined	 /css/style.css
20240315	16:53:36	6bab4565-5d75-4f73-a69d-67a331971f33	GET	 undefined	 /
20240315	16:53:36	51f22fc7-4d94-4830-8c8f-760d16205955	GET	 undefined	 /css/style.css
20240315	16:53:51	f1216702-2247-4777-a08f-e1fa24799dc8	GET	 undefined	 /subdir
20240315	16:53:51	b25cd83e-0d65-4a9e-9bbc-fd5a80394587	GET	 undefined	 /subdir/
20240315	16:53:58	3a2daff6-0d63-429f-af27-4db26c099233	GET	 undefined	 /subdir/test.html
20240315	17:10:04	4dccabae-4f0e-435a-8371-11c9b293a428	GET	 undefined	 /employees
20240315	17:10:10	699d357c-93c6-4447-a816-44c926b5a6c4	GET	 undefined	 /employees
20240315	17:12:19	c81ef667-6e72-48a4-868b-4a3f46841014	POST	 undefined	 /employees
20240315	17:12:33	cf4fa921-97c4-45da-be3d-0fc59192075b	POST	 undefined	 /employees
20240315	17:12:33	370b5a5b-62cf-4f60-8cc0-cca7a84f6ca6	POST	 undefined	 /employees
20240315	17:12:33	b31aeebc-f2b9-48ae-88b1-69d4b5b1f299	POST	 undefined	 /employees
20240315	17:12:56	137b973c-0a5c-4c30-a582-cb8c54a3ef02	POST	 undefined	 /employees
20240315	17:12:56	cef52a67-3adc-4ad3-82f5-78d0e1b88f98	POST	 undefined	 /employees
20240315	17:12:56	5bd8ddcc-5f70-4334-adda-6f5218e39f3d	POST	 undefined	 /employees
20240315	17:12:57	ec971fe7-51de-4289-b77b-bf78834bb3e7	POST	 undefined	 /employees
20240315	17:12:57	6a5c6249-5029-41cf-a11c-48f510fbe8cf	POST	 undefined	 /employees
20240315	17:12:57	b0c60261-5801-4152-95f8-c09587eff11b	POST	 undefined	 /employees
20240315	17:12:57	016c9281-ada9-4a88-adb4-24225ba04ab3	POST	 undefined	 /employees
20240315	17:12:58	eea6134c-9a8a-4563-a0a0-8f6d7ac83201	POST	 undefined	 /employees
20240315	17:14:05	b2fbc617-ea12-42db-9407-fe62dae5ef9b	POST	 undefined	 /employees
20240315	17:14:06	ce13f744-fd02-44cc-b470-fc0999bb7e68	POST	 undefined	 /employees
20240315	17:14:07	d51758fa-6332-4ef1-927a-87a0d45b3eff	POST	 undefined	 /employees
20240315	17:14:07	f917b591-b40e-4c92-a8e7-070d163ceefa	POST	 undefined	 /employees
20240315	17:14:07	7e4849aa-55b9-4b4f-ba11-8bd314d8208d	POST	 undefined	 /employees
20240315	17:14:08	b133fa49-67ac-4242-955f-4fe95ac032aa	POST	 undefined	 /employees
20240315	17:14:08	78338018-9076-4bb8-9c8d-559aa893b9b7	POST	 undefined	 /employees
20240315	17:14:12	3a120e3b-f43f-4a56-a373-f3ccace3fd88	POST	 undefined	 /employees
20240315	17:14:14	001b05b3-0b16-4ac4-b640-16378c180b91	POST	 undefined	 /employees
20240315	17:14:22	25c0f66b-7970-4b63-9a84-bbed6f9f5a44	POST	 undefined	 /employees
20240315	17:14:22	a21f360c-841e-4b6a-8483-06b0df4ee32e	POST	 undefined	 /employees
20240315	17:14:23	784e982a-beb4-4274-bb5a-134a5e90e23a	POST	 undefined	 /employees
20240315	17:15:57	1095edd7-5296-4dfe-b620-ebe722ba7e65	POST	 undefined	 /employees
20240315	17:15:58	cf64c996-955b-4e99-ad1f-c89f2192672d	POST	 undefined	 /employees
20240315	17:15:59	ead5002d-2c37-42cd-91a3-1792d5f03939	POST	 undefined	 /employees
20240315	17:16:00	4c9a6465-9c62-4275-9255-1a8b6885edff	POST	 undefined	 /employees
20240315	17:16:00	fd94b3d7-213c-46f6-a804-4d727dfb2d33	POST	 undefined	 /employees
20240315	17:16:00	b89c3b82-2eee-4e7c-9fbe-9f52c05aa4a1	POST	 undefined	 /employees
20240315	17:16:00	95ff03bd-0055-4d7c-85bd-118e754033e1	POST	 undefined	 /employees
20240315	17:16:32	cf32c10d-2685-45e9-8cc0-c0e85820f5d9	PUT	 undefined	 /employees
20240315	17:16:38	d0b3379b-c5c8-447b-8497-58c4a45121d7	GET	 undefined	 /employees
20240315	17:16:54	47d282a0-4179-420e-b154-4782ced1878a	DELETE	 undefined	 /employees
20240315	17:16:57	b28a551d-5081-4ea3-9007-29b72f445939	DELETE	 undefined	 /employees
20240315	17:17:48	de3cb6b2-1e4b-43ec-bf4d-bf9dbb54c582	PUT	 undefined	 /employees
20240315	17:18:06	de18cd73-4928-4c56-a964-295b3df9b884	GET	 undefined	 /employees
20240315	17:18:11	86d67699-e5c6-404e-a0a5-a19727cc1600	POST	 undefined	 /employees
20240315	18:51:48	097a5e10-0944-47cb-8ef6-93675347fa23	GET	 undefined	 /favicon.ico
20240315	18:51:50	c8e7b53e-a14b-44c8-bf55-dc6235b50e2c	GET	 undefined	 /
20240315	18:51:50	cac79e16-3012-4839-9935-8fc8a9506c12	GET	 undefined	 /css/style.css
20240315	18:51:53	34d2ea2a-86e3-4019-b9b8-0746e43aa861	GET	 undefined	 /
20240315	18:51:53	5b2d7bb4-c6e8-4c4e-b10f-a5ec69aa036f	GET	 undefined	 /css/style.css
20240315	18:52:20	470befc4-e7f2-42ba-a632-69ef1efe6169	GET	 undefined	 /
20240315	18:52:21	43a71371-605a-46c0-869a-8c172f40022b	GET	 undefined	 /css/style.css
20240315	19:13:51	f429d667-9158-4f08-80b2-1fff47850116	GET	 undefined	 /new-page
20240315	19:13:56	febedf71-0adf-4847-b3f6-af1a47172975	GET	 undefined	 /
20240315	19:13:56	fa2e6d72-be9d-47a9-bef4-fe50e3840df6	GET	 undefined	 /css/style.css
20240315	19:14:07	8659b546-5fd1-48df-880a-9c2377400689	GET	 undefined	 /employees
20240315	19:14:26	b7308022-af7b-43c5-830a-401499ee4ba3	GET	 undefined	 /
20240315	19:14:26	077862f5-5d51-48e2-b9f9-66bd8c14ec44	GET	 undefined	 /css/style.css
20240315	19:18:06	2ae888d5-876e-4e86-9f1b-049596e32331	GET	 undefined	 /
20240315	19:18:23	11fdfecc-8203-4667-8b51-5f9635bd9d9f	GET	 undefined	 /employees
20240315	19:19:34	35f97bbe-120b-4f8f-9cb4-17171d7e2a9c	POST	 undefined	 /employees
20240315	19:23:59	3db7fc5f-8ac7-41f2-b394-76dd144bba6b	POST	 undefined	 /employees
20240315	19:24:00	a498f78d-fbc0-431e-a808-12688e2a8199	POST	 undefined	 /employees
20240315	19:25:40	744c04be-3863-492d-8cf7-f44747c0b679	POST	 undefined	 /employees
20240315	19:26:03	be878006-5f5b-4684-8119-40e8f62b598b	POST	 undefined	 /employees
20240315	19:27:34	dea4f11b-fa50-4551-b65d-15cda442b105	PUT	 undefined	 /employees
20240315	19:27:52	766e48c5-0493-47bb-8f57-b713802a28e6	PUT	 undefined	 /employees
20240315	19:27:52	53b0828c-5240-40b7-9c93-9ad5bdfa76b5	PUT	 undefined	 /employees
20240315	19:27:53	4b4790ea-4d6c-474a-9897-477a461eb11d	PUT	 undefined	 /employees
20240315	19:27:53	6aff6df6-aa0e-42bb-ad51-302887ca447e	PUT	 undefined	 /employees
20240315	19:27:53	4df88429-e28a-4500-868a-89d7b2881b4d	PUT	 undefined	 /employees
20240315	19:27:54	67436b59-3531-4bc0-968c-81dd530f50a9	PUT	 undefined	 /employees
20240315	19:27:54	76567b32-2f44-4664-9141-12ef961896b5	PUT	 undefined	 /employees
20240315	19:27:54	24777985-378f-4cd9-89e9-cf0556487a21	PUT	 undefined	 /employees
20240315	19:28:26	066a11eb-569e-4e4e-a357-ca0c5f063d55	PUT	 undefined	 /employees
20240315	19:29:04	9e7cf2cc-fc66-4a79-aad9-c69bf1506189	PUT	 undefined	 /employees
20240315	19:30:37	9e6e2f48-3c6a-4d64-90da-245f366637a6	POST	 undefined	 /employees
20240315	19:33:39	5fd14684-bfdf-4a76-a3ed-8585f7ef8d1d	POST	 undefined	 /employees
20240315	19:34:03	46822757-26d5-4a07-9a90-3f6c1e36c6dc	POST	 undefined	 /employees
20240315	19:34:32	30c83785-7837-4bf7-b197-c4ea331d7700	POST	 undefined	 /employees
20240315	21:02:11	31a5b0e9-fb8b-45dd-8fe1-cc4b4a8db519	GET	 undefined	 /css/style.css
